song,lyrics,year
One Life to Live," Yeah, it's my life man that's right I'ma do, a lil' some'ing like this here I got one life, to try to live And I'ma take care of that, with my wife and my kids I got one life, to try to live And I'ma stay on my knees, so the Lord can give I got one life, to try to live Got me thinking bout the days, when I couldn't pay my bills I got one life, to try to live I gotta get it while it's good, baby that's on the real This my life man, fuck the do's and dont's Let me live how I please, let me do what I want This my first time, trying to have me some'ing I was told when I was young, I was good for nothing I got a son now, my life is more than that He's just three turning fo', but I love that cat I gotta step it up, cause it's time to be a man Got the whole wide world, sitting right in my hand Gotta go for it, I gotta keep kicking Gotta take it to the max, ain't no bullshitting I gotta smoke some'ing, to keep my mind straight Concentrate on my grind, so I can get that cake I came so far, and the journey's still on 27 years old, and I'm finally grown I get upset, but I be holding my head Steady thinking bout my niggaz, locked up in the FED Sometimes I think and guess, then I follow through Then I step up to the plate, and try to do what I do Another life time, for me to see what I see All I know is getting bread, taking care of my T It's the year 2-3, live my life as a G In the mirror see the man, that I'm suppose to be I ain't mad at ya, cause I know what it take Niggaz smiling in my face, but they keeping it fake That's alright though, I'm trying to stay low Get my cheddar make it better, cause I'm so cold It's a nightmare, better wake up and scream In the bed while you sleeping, looking straight for a dream I ain't gon give it up, so I'ma stay tough My mama didn't raise no punk, so I'ma stay rough I make a sacrifice, for the kids and wife Letting the whole world know, that it's just my life Yeah It's my life ",1941
Preto E Branco," Preto bebe porque gosta Branco porque aprecia Mas tem preto e tem branco Que não tem esta mania Preto e branco em nossa terra Tem a mesma regalia O sol nasceu para todos Todos tem a luz do dia É no preto e no branco Que o nosso Brasil confia, ai, ai A cor que temos na pele A natureza é quem traz Tudo aquilo que Deus fez Não tem ninguém que desfaz Seja preto ou seja branco Nós somos todos iguais Eu não tenho preconceito Tanto fez ou tanto faz Se tem preto que perturba Tem branco chato demais, ai, ai Mulher seja preta ou branca Grande prestígio disputa Por ela preto e branco Vivem numa grande luta Tem preta que muito branco Por ela sofre, labuta Tem branca que muito preto O seus carinhos disputa Se tem branca que é boa Tem muita crioula enxuta, ai, ai O que manda é paz na terra E glória a Deus nas alturas Seja preto ou seja branco Nosso fim é a sepultura Porque a terra come mesmo Não respeita criatura Preto e branco estão unidos Até dentro da leitura É com o preto no branco Que se faz assinatura, ai, ai ",1941
Gang Mentality," Let's do it doggs, ring ding dong Bitch (aha, aha), bitch (yeah what what what what what?) Beeitch (set up, set up, set up), beeitch (it's a set up) What they're doing? they're trying to... They're trying to set me up, they're trying to set me up They wanna set me up, they wanna set me up They're trying to set me up, they're trying to set me up They're trying to set me up, but check it out This is it, call it how you wanna call it Brawling, call in the headhunter, start headhunting How do you want it? i said we could spread arms Bust and stare, you wanna snatch a life, is that right? Wanna-get-rich ass nigga, snitch ass nigga Fake switch bitch ass nigga, up-in-to-get-lynched ass nigga Ain't nothing to it, raw doggs doing the lynching, master assassins Henchmen, the whole world's against me (fuck 'em) It's a million to one, kurupt with one gun And a whole backyard of ammo Dump these lumps in nigga's backs like a camel Get torn and worn just like sandals, now his willy came to an end You see that nigga he ride with, do him in This nigga's so sweet, he got my girl to set me Got her with the tech to tack me and disconnect me There's no (??) when you're playing russian roulette They're trying to catch me, lay me down and sketch me Young gotti, (??) Bringing the whole fucking entourage of murderous minds I don't know who rides with a mental dome, who will and who won't Trust me, they all wanna bust me, it's a set up I don't give a fuck who you bring to the table And i don't give a fuck who you got with you You played me, you're kane and i'm abel Now the ammo drops, watch 'fore the glock hits you (it's a set up) Don't you know? you fuck around with death sentinel If you didn't learn you'd better start learning (it's a set up nigga) Aiming, bust and hit your left and you're cold That's how motherfuckers get murdered Hit the (??), fuck a sun roof, this car is dirty Dirty dirty buster, dirty motherfuckers Holler at the big homie slop (what up slop? what's up y'all?) Hit me on the hip, hit it quick on the dick Get this rap slapped in the clip You see this black nigga, you'd better duck him Thorough, in every neighborhood and borough, like motherfuck 'em Yeah you know me, oh you wanna show me a thang or two How y'all do, nigga show me, creep through slowly Friction, i can feel it all around me, my intuition La gangbang mentality got me on a violent spree, violently Busting, dusting niggaz off silently I ain't even trying to be what i can be or could handle But niggaz trying to make me an example Go over to the west (to the west), niggaz wanna feud Go back to the east (to the east), niggaz wanna feud I'm 'bout to go to the north and south to see, what, Are y'all niggaz on that same fucking bullshit, cuz? (i don't know) It's a set up motherfucker, what, it's a set up I'm tired of these bitch ass niggaz, it's a set up nigga Can't help it, hoes come through Me set, i know 'em, they're out to set me They wanna get me, get the homies The rainstorm's coming and every motherfucker's trying to wet me Yo it's unforgettable, no you can't touch me Clutch me like a mic, and do just what you like? Hell no nigga, even though you dislike me You wanna be just like me, niggaz they despite me See all the homies, i make loot like spike lee Dozens, rolling through with me, my homies and my cousins I give a fuck nigga, i could stay busting And still rock it right, and hit the spotlight Shine bright, these fake ass niggaz, snake ass niggaz Earthquake ass niggaz, i shake these niggaz Shake ass niggaz, thinking you can come through all the time Wanna fuck with kurupt, i just sit, prepare the rhyme Now i'm all about the cash nigga Thinking you could come through You got your heater cocking on busts you just flashed nigga Murdered... What? attack assassins, huh Just ask the homie d, he rides with me Just ask the homie snoop, s-n-double o-p, he rides with me Just ask my big homeboy, my big homie, he rides with me Huh, ask 'em all, they ride with me Top doggs, d-o-double g's, they ride with me Ask my homie big (??), he rides with me Ask the big homeboy b, he rides with me And the homie d, slop, what? they ride with me Big c, he rides with me Big tray d rides with me Big sean d rides with me Big breez, he rides with me K-u-r-u-p-t, beeitch! ",1941
The Greatest Show on Earth," I don't wanna stay anymore I'm getting out, that's for sure But how could I leave here alone? Honey, won't you please come along? Let's get out of here I got no credit on my telephone I got no money in my jeans but come on Let's go, everyone says it's so cool Who knows? Could be us At the greatest show on earth, I'm told We're gonna get high and I want to Let's go, fall in love It's the greatest show on earth It's the greatest show on earth So take what you need and nothing more We've got a lot to explore The fear of the world kept us in Safe from the dirt and the sin And yes, I'm terrified 'Cos when you're out you know there's no return But I love you and they're gonna learn Let's go, everyone says it's so cool Who knows? Could be us At the greatest show on earth, I'm told We're gonna get high and I want to Let's go, fall in love It's the greatest show on earth, oh It's the greatest show on earth, yeah, yeah I don't wanna be in this house no more Gotta get out, they're boring the hell out of me, yeah I don't wanna be in this house no more I gotta get out of here before it kills me It's gonna kill me, so come on Lets go, everyone says it's so cool Who knows? Could be us At the greatest show on earth, I'm told I'm gonna get high and I want to Let's go, fall in love It's the greatest show on earth, oh It's the greatest show on earth, yeah, yeah ",1941
New Early In The Morning," Sometimes when I'm down on my luck, feelin' dizzy My mind reels back to those days in the city When early in the morning take a trip, it's so pretty I could never understand why it wasn't so grand I got a hankerin' for a wind wave I got it through and through I got a hankerin' for somethin' home made It's got to be brand new Early in the morning when the sun comes up I'm gonna grab a fishin' pole and a sleepin' bag roll Head out for the land of the dumb but the pretty I won't stay long but you never know I got a hankerin' for a wind wave I got it through and through I got a hankerin' for somethin' home made It's got to be brand new I got a hankerin' for a wind wave I got it through and through I got a hankerin' for somethin' home made It's got to be brand new Sometimes when I'm down on my luck, feelin' dizzy My mind reels back to those days in the city Sometimes when I'm down on my luck, feelin' dizzy My mind reels back to those days in the city Sometimes when I'm down on my luck, feelin' dizzy My mind reels back to those days in the city ... ",1941
Watch the Birdie," Watch the birdie and take a camera candid shot Watch the birdie, come on and give it all you got Watch the birdie, just look around and pick a spot And hold it Watch the birdie, just strike a funny pose a while Watch the birdie and you can beat that pose a mile Watch the birdie, let me see your pretty smile And hold it Looking for a tall dark handsome man With eyes of blue and golden tan Strong white teeth like Joel McCrea Hey you, get out of the way Watch the birdie and take a camera candid shot Watch the birdie, come on and give it all you got Watch the birdie, just look around and pick a spot And hold it Watch the birdie and take a camera candid shot Watch the birdie, come on and give it all you got Watch the birdie, just look around and pick a spot And hold it Watch the birdie, just strike a funny pose a while Watch the birdie and you can beat that pose a mile Watch the birdie, let me see your pretty smile And hold it Looking for a tall dark handsome man With eyes of blue and golden tan Strong white teeth like Joel McCrea Hey you, get out of the way Watch the birdie and take a camera candid shot Watch the birdie, come on and give it all you got Watch the birdie, just look around and pick a spot And hold it Watch the birdie Watch the birdie ",1941
Sweet Georgia Brown," She just got here yesterday, Things are hot here now they say, There's a new gal in town. Gals are jealous, there's no doubt. All the guys just rave about Sweet, Sweet Georgia Brown. And ever since she came, the common folks all claim, say; No gal made has got a shade on Sweet Georgia Brown. Two left feet, but oh, so neat has Sweet Georgia Brown. They all sigh and wanna die for Sweet Georgia Brown, I'll tell you just why, you know I don't lie (not much!). It's been said she knocks 'em dead when she lands in town. Since she came why it's a shame how she's cooled 'em down. Fellas that she can't get must be fellas that she ain't met. Georgia claimed her, Georgia named her, Sweet Georgia Brown. All you gals will get the blues, All you pals will surely lose. And, there's but one excuse. Now I've told you who she was, And I've told you what she does, Still, give this gal her dues. This pretty maiden's prayer is answered anywhere No gal made has got a shade on Sweet Georgia Brown. Two left feet, but oh, so neat has Sweet Georgia Brown. They all sigh and wanna die for Sweet Georgia Brown, I'll tell you just why, you know I don't lie (not much!). All those tips the porter slips to Sweet Georgia Brown They buy clothes at fashion shows for one dollar down. Fellas, won'tcha tip your hats. Oh boy, ain't she the cats? Who's that mister, ain't her sister, It's Sweet Georgia Brown. ",1941
Honeysuckle Rose," Every honey bee fills with jealousy When they see you out with me I don't blame them goodness knows My honeysuckle rose Fly was dropping side when you're passing by And I know the reason why You're much sweeter goodness knows You're my honeysuckle rose I don't buy sugar You just have to touch my cup You're my sugar It's so sweet when you stir it up On the avenue people look at you And I know just why they do You're much sweeter goodness knows You're my honeysuckle rose Every honey bee fills with jealousy When they see you out with me You're much sweeter goodness knows You're my honeysuckle rose Oh, flowers droop and sigh when you're passing by And I know the reason why You're much sweeter goodness knows You're my honeysuckle rose And I don't buy sugar You just have to touch my cup You're my sugar It's so sweet when you stir it up You're much sweeter goodness knows You're my honeysuckle rose ",1941
Beautiful Money, In this world all of our sins are simple We choose death over innocent life And in this world it's not our money that's evil It's the one's who choose it over life And in my heart I cannot believe in this murder And I will not be fed by the lies Or the life that's created just to be murdered It's murder No matter how hard they try and No matter how loud they cry They can't Buy their way into heaven No matter how hard they try and No matter how high they climb up the ladder They won't reach up into heaven And they can't see The innocent lives The pointless suffering And in my heart I wanna undo all this murder And give back their innocent life Open cages and stop their luxurious murder It's murder No matter how hard they try and No matter how loud they cry They can't Buy their way into heaven No matter how hard they try and No matter how high they climb up the ladder They won't reach up into heaven Murder Innocent Life Innocent what... What have we done? No mercy (No matter how hard they try) For beautiful money (and no matter how loud they cry) Money for blood (they can't buy their way into heaven) It's murder No matter how hard they try and No matter how high they climb up the ladder They won't reach up into heaven No matter how hard they try and No matter how loud they cry They can't Buy their way into heaven ,1941
María Bonita," Acuérdate de Acapulco De aquellas noches María bonita, María del alma Acuérdate que en la playa Con tus manitas Las estrellitas las enjuagabas Tu cuerpo, del mar juguete Nave al garete Venían las olas, lo columpiaban Y cuando yo te miraba Lo digo con sentimiento Mi pensamiento ay, me traicionaba Te dije muchas palabras De esas bonitas, con que se arrullan los corazones Pidiendo que me quisieras Que convirtieras, en realidades mis ilusiones La luna que nos miraba Ya hacía un ratito Se hizo un poquito, desentendida Y cuando la vi escondida Me arrodille para besarte Y así entregarte Toda mi vida Amores habrás tenido, muchos amores María bonita, María del alma Pero ninguno tan bueno Ni tan honrado Como el que hiciste que en mi brotara Lo traigo lleno de flores Como una ofrenda Para dejarlo bajo tus plantas Recibelo emocionada Y júrame que no mientes Porque te sientes ay, idolatrada ",1941
I'll Capture Your Heart," Babe, it feels like I've known you forever You're a most peculiar girl You seem to belong to a different world And whatever you're thinkin' about me Whatever you've heard around town This time it's for real, the deal is all done Lay down your arms right from the start I'm out to connect to capture your heart Lay it all down When my love is comin' around Whatever you planned for this summer Whatever you'll read in my palm There's no lookin' back, babe, surrender your heart, yea yea yea Lay down your arms right from the start I'm trying to connect to capture your heart Lay it all down When my love is comin' around Comin' around Lay down your arms right from the start I'm out to connect to capture your heart Lay it all down When my love is comin' around Lay down your arms right from the start I'm out to make sure I'll capture your heart Lay it all down When my love is comin' around Comin' around ",1942
Tiger Rag, Hold that tiger Hold that tiger Hold that tiger Hold that tiger Hold that tiger Hold that tiger Hold that tiger Where's that tiger? Where's that tiger? Where's that tiger? Where's that tiger? Where's that tiger? Where's that tiger? Where's that tiger? ,1942
Some of these Days, Some of these days You're gonna miss your Donna Some of these days You're gonna feel so lonely You'll miss my huggin' You'll miss my kissin' You'll miss me honey When you're far away You're gonna be so lonely For me only Cause you know daddy You had you way And if I leave you You know it's gonna grieve you You're gonna miss your sweet lovin' Donna Some of these days And if I leave you You know it's gonna grieve you You're gonna miss your sweet little Donna Some of these days Hey honey call me when you got time Know what I mean... ,1942
Gay Divorce: The Continental," Beautiful music Dangerous rhythm It's something daring, the Continental A way of dancing that's really ultra new It's very subtle, the Continental Because it does what you want it to do It has a passion, the Continental An invitation to moonlight and romance It's quite the fashion, the Continental Because you tell of your love while you dance Your lips whisper so tenderly His eyes answer your song Two bodies swaying, the Continental And you are saying just what you're thinking of So, keep on dancing the Continental For it's a song of romance and of love You kiss while you're dancing It's continental, oh oh oh, it's continental You sing while you're dancing Your voice is gentle, oh oh oh, and sentimental You'll know before the dance is through That you're in love with him and he's in love with you You'll find while you're dancing That there's a rhythm in your heart and soul A certain rhythm that you can't control And you will do the Continental all the time Beautiful music Dangerous rhythm Beautiful music Dangerous rhythm The Continental ",1942
"Sweet Sue, Just You"," Every little star above knows the one I love Sweet Sue, just you And the moon up high knows the reason why Sweet Sue, it's you, No one else it seems ever shares my dreams And without you dear I don't know what I'd do In this heart of mine you live all the time Sweet Sue, just you. (Every star above knows the one I love) It's you, sweet Sue (And the moon up high knows the reason why) It's you, sweet Sue. Nobody else it seems ever shares my dreams And without you dear I don't know what I'd do In this heart of mine you live all the time Sweet Sue, just you, just you, just you... ",1942
"Haul Away, Joe"," When I was a little lad And so me mother told me 'Way, haul away, we'll haul away, Joe That if I ever kissed a gal Me lips would all grow moldy 'Way, haul away, we'll haul away, Joe 'Way, haul away, we'll haul for better weather 'Way, haul away, we'll haul away, Joe Once I had a Southern gal But she was fat and lazy 'Way, haul away, we'll haul away, Joe' But now I got a Yankee girl And she is just a daisy 'Way, haul away, we'll haul away, Joe 'Way, haul away, we'll haul for better weather 'Way, haul away, we'll haul away, Joe King Louis was the King of France Before the Revolution 'Way, haul away, we'll haul away, Joe King Louis got his head cut off Which spoiled his constitution 'Way, haul away, we'll haul away, Joe 'Way, haul away, we'll haul for better weather 'Way, haul away, we'll haul away, Joe Saint Patrick was a gentleman: He came from decent people 'Way, haul away, we'll haul away, Joe He built a church in Dublin town And on it put a steeple 'Way, haul away, we'll haul away, Joe 'Way, haul away, we'll haul for better weather 'Way, haul away, we'll haul away, Joe The cook is in the galley now A-making duck so handy 'Way, haul away, we'll haul away, Joe The captain's in the cabin now A-drinkin' wine and brandy 'Way, haul away, we'll haul away, Joe 'Way, haul away, we'll haul for better weather 'Way, haul away, we'll haul away, Joe 'Way, haul away, we'll haul for better weather ",1943
Ham An' Eggs," I do not like Green Eggs and Ham I do not like them Sam, I am I do not like them here or there I do not like them anywhere I do not like them in a boat I would not, could not, with a goat I will not eat them in the rain I do not like them on a train I do not like them in a box I will not eat them with a fox I do not like them in a house I would not, could not, with a mouse I do not like Green Eggs and Ham I do not like them Sam, I am Green Eggs and Ham Green Eggs and Ham Don't like Green Eggs and Ham ",1943
Sempre!," Dopo un giorno cosi come e dolce la sera stare qui con te questa notte verra come un pegno d'amore dopo tanta aridita la tua acqua bagnera la riva mia si plachera ti cercavo da sempre, sempre, sempre, sempre sempre sognavo i tuoi sapori camminando fianco i muri e adesso che mi stai vicina piu che mai o sforio piano al buio il rosa caldo del mondo tuo Mi dimentico gli inverni che ti trovi nei ritorni sempre, sempre, sempre, sempre, sempre e forse piu importante il domani del presente sempre, sempre, sempre, sempre, sempre e una parola sola...c'e tutto quella che vorrei viviamo in velocita consumando di fretta tutto quanto ma questo istante vedrai non potra mai finere tanta gente intorno a me ed ognuno pensa a se Tu dove sei? Mi manchi sai. Sempre, sempre, sempre, sempre, sempre la vita dura un niente sara piu grande insieme sempre, sempre, sempre, sempre, sempre in questa mia parola c'e una promessa solati daro ogni istante perche tu sei grande piu del cuore mio aperto e vigile saro sempre, sempre, sempre, sempre, sempre e forse piu importante il domani del presente sempre, sempre, sempre, sempre, sempre e una parola sola ma e una scommessa sai sara sempre cosi cosi dolce la sera stare qui con te e la notte verra come un pegno d'amore. After a day like this how sweet the evening is to stay here with you. Tonight will come like a pledge of love. After much drought your water will wash over me, my river...it will hit me. I have looked for you always, always, always, always, always. I dreamt about your essence walking along the walls, and now that you are close to me, closer than ever, I touch softly in the dark the rosy heat of your world. I forget about the cold winters when you return to me. Always, always, always, always, always. It is perhaps more important tomorrow than the present. Always, always, always, always, always is only a word...it has everything I would like. We live in speed, everything consumed in a hurry, but this moment you will see, can never end. Many people are around me and they all think of themselves. And where are you? You know that I miss you always, always, always, always, always. Life goes on and this nothing will be greater when we are together always, always, always, always, always. In my word there is only one promise and I will give it to you every moment because you are greater than my heart. Open and watchfull I will be always, always, always, always, always. And perhaps it is more important tomorrow than the present. Always, always, always, always, always. It is only a word but a bet, you know, it will always be like this. So sweet the evening to stay here with you and night will come like a pledge of love. ",1943
Ja Ja Ja, Janam janam janam sath chalna yunhi Qasam tumhe qasam aake milna yahin Ek jaan hai bhale do badan hon juda Meri hoke humesha hi rehna Kabhi na kehna alvida Meri subha ho tumhi Aur tumhi shaam ho Tum dard ho tum hi aaram ho Meri duaaon se aati hai bas yeh sadaa Meri hoke humesha hi rehna Kabhi na kehna alvida Meri hoke humesha hi rehna Kabhi na kehna alvida.. Teri baahon mein hain mere dono jahan Tu rahe jidhar meri jannat wahin Jal rahi agan hai jo yeh do tarfa Na bujhe kabhi meri mannat yahi Tu meri aarzoo main teri aashiqui Tu meri shayari main teri mausiqui Talab Talab Talab bas teri hai mujhe Nason mein tu nasha banke ghulna yunhi Meri mohabbat ka karna tu haq ye ada Meri hoke humesha hi rehna Kabhi na kehna alvida Meri subha ho tumhi Aur tumhi shaam ho Tum dard ho tum hi aaram ho Meri duaaon se aati hai bas yeh sadaa Meri hoke humesha hi rehna Kabhi na kehna alvida ,1943
Rock Island Line," Now, this here's the story about the Rock Island line Now, the Rock Island line is a railroad line And it runs down into New Orleasn And just outside of New Orleans is a big toll gate And all the trains that go through the toll gate Why, they gotta pay the man some money Less of course, they got certain things on board Then they okay, then they don't ever have to pay the man nothin' And right now, we see a train She's comin' on down the line And when she got up here to the toll gate The-a depot, he shout down to the driver He want to know what he got on board So he say a What you got on board there, boy And the driver, he sing right on back Down to the depot agent Tell him what he got on board The got a way of singing I got sheep, I got cows I got horses, I got pigs I got all livestock I got all livestock I got all livestock And the man say, well, he say Your alright there, boy You don't have to pay me nothin' Just get 'em on through So the train go through the toll gate And as it go through It got up a little bit of steam And a, a little bit of speed And when he sees me On the other side of the toll gate They, the driver shout back Down the line to the man 'Course you don't hear what he say now But home down the Rock Island line I fooled you, I fooled you I got pig iron, I got pig iron I got all pig iron He said, tell you where I'm goin', boy Goin' down the Rock Island line, yes, yes She's a mighty good road Oh well, the Rock Island line She's a mighty good road Rock Island line is the road to ride Ya, the Rock Island line Is a mighty good road And if you want to ride You gotta ride it Like you find it Get your ticket at the station On the Rock Island line Well, I may be right I may be wrong I know you're gonna miss me when I'm gone Ya,the Rock Island line She's a mighty good road Rock Island line is the road to ride Ya, the Rock Island line She's a mighty good road And if you want to ride You gotta ride it Like you find it Get your ticket at the station On the Rock Island line A B C, W X Y Z Cat's in the cupboard But he don't see me Now, the Rock Island line She's a mighty good road Rock Island line is the road to ride Ya, the Rock Island line She's a mighty good road And if you want to ride You gotta ride it Like you find it Get your ticket at the station On the Rock Island line Hallaluah, I'm safe from sin The good Lord's comin' For to see me again Keep it goin' And the Rock Island line She's a mighty good road Rock Island line is the road to ride Ya, the Rock Island line She's a mighty good road And if you want to ride You gotta ride it Like you find it Get your ticket at the station On the Rock Island line The Rock Island line She's a mighty good road Rock Island line is the road to ride Ya, the Rock Island line She's a mighty good road And if you want to ride You gotta ride it Like you find it Get your ticket at the station On the Rock Island line ",1943
Closing Comments, Closing comments made you wonder What was the start of it all Hunting to find the answers Unavailing attempts to be me Hey Did we distract you Did we prevent you Did we bore you Did we stop you And I'm Betrayed by you Won't be overlooked by you Betrayed Betrayed Hoped you were thinking of redemption Found out you erased the memories Erased the thought of me How can I believe this untrue I know I'm not insane Come take a look in my eyes ,1943
Of All the Gin Joints In All the Towns In All the World...," Of all the gin joints In all the towns In all the world In all the galaxies You had to be The one into which I've been hurled In the distance one little man Sits on the fringe of a wondrous expanse Physics, math, leave nothing to chance Binary beats make numbers dance On a map as vast as our lack of understanding Of even the spot you stand in Avast, nail your map to the mast Pieces of 8-bit data drift past Digits and data drifting in space Just sit and wait to be diligently saved In the Atlas and graphed And collated in ways Not even N.A.S.A could track Im Charles Darwin as he lands at the Galapagos Encountering a thousand-pound And winged Dog-billed Platypus Explore Fight Trade Survive Explore Fight Trade Survive In No Man's Sky Climb in your seat Close the window and fly Rise up now Go and find Why life thrives Look low and high Leave behind a gleaming line Of notes and signs Keep your enemies close See foes and fight For your life Until you're home and dry Avert your eyes From solar glowing lamp lights Who knew paradise would be so damn bright? Bright, bright Iridescent Opalescent So pleasant I'm getting a bit tumescent Free fall Three, Four Kilometres to the floor Wee, Phwoar! Me, I'm enthralled With all of the flora Fauna before me I thought I'd fall on a flaw Forced to the fore Fallen and forlorn Forever more What a terrible thought to be fought Before terraforming, exploring Forage through foreign forms Forest, Fawn Flower and thorn I've found and filed a thousand kinds And now I'll find a thousand more I didn't Forget them They're hidden Fluorescent Forbidden Effervescent I'm getting a bit tumescent If I am fortunate enough To find a formula for all the stuff The sky will fall from up above I'm flying for the love For the love For the love, for the love For the love For the love, For the love Explore Fight Trade Survive Explore Fight Trade Survive In No Man's Sky Climb in your seat Close the window and fly Rise up now Go and find Why life thrives Look low and high Leave behind a gleaming line Of notes and signs Keep your enemies close See foes and fight For your life Until you're home and dry Avert your eyes From solar glowing lamp lights Who knew paradise would be so damn bright? For the love For the love, for the love For the love For the love, for the love Wherever we've been we leave pollution We need a clean solution No matter whatever you believe in, you should See through to the conclusion Human beings are being a nuisance An abusive stream of evolution Views that seem to disagree Are surely leading you to ruin Through and through We need to do away with the delusion That the universe is merely here for amusement Hear the music It's a mutagen To neuter men's illusion Every creature's doomed For use through what we do to them Cease taking previous mistakes And reproducing them Let's clean the slate Wipe the canvas And make the painting beautious again In No Man's Sky Climb in your seat Close the window and fly Rise up now Go and find Why life thrives Look low and high Leave behind a gleaming line Of notes and signs Keep your enemies close See foes and fight For your life Until you're home and dry Avert your eyes From solar glowing lamp lights Who knew paradise would be so damn bright? ",1943
Christmas Song," This christmas I don't want silver, don't want gold I just want to see you naked underneath the mistletoe Hang the stockings, hit the lights I'll be coming down the chimney tonight So I get in the car and drive Don't wanna be alone on Christmas night I got Sinatra on the radio singin Jingle Bells and Let It Snow And I can barely see the road outside I remember last year I had to carry you home in that black dress But when it comes to this year, I wanna be with you on Christmas Be with you on Christmas Be with you on Christmas Baby it's cold outside So just come inside We'll light a fire tell the neighbors it's no silent night Under the mistletoe we can let it go It's getting so damn hot together we're meltin the snow I get in the car and drive Don't wanna be alone on Christmas Night I got Sinatra on the radio singin Jingle Bells and Let It Snow And I can barely see the road outside I remember last year I had to carry you home in that black dress But when it comes to this year, I wanna be with you Be with you on Christmas I got Sinatra on the radio singin Jingle Bells and Let It Snow And I can barely see the road outside I remember last year I had to carry you home in that black dress But when it comes to this year, I wanna be with you Be with you on Christmas Be with you on Christmas Be with you on Christmas ",1943
Knock On Wood," Never been the kind of guy who walks around ladders And I open up umbrellas when I'm inside Well, black cats that crossed my path, they never mattered But I've never had this much at stake Don't want to lose her by tempting fate So I'm gonna knock on wood Salt over my shoulder Do anything to keep her love Cause it feels so good every time I hold her Like I always dreamed it would I think this could be forever The two of us together - knock on wood Well, it's been two weeks and everything is coming up aces But I've seen my luck come, and I've seen it go And for the first time in my life, I'm not hesitating I knew after just one dance, I wasn't leaving this up to chance I'm gonna knock on wood Salt over my shoulder Do anything to keep her love Cause it feels so good every time I hold her Like I always dreamed it would I think this could be forever The two of us together - knock on wood, yeah Well, I've got my rabbit's foot around my neck That old wishing well's got half my paycheck Got a bag of four-leaf clovers Anything to be her lover Knock on wood Knock on wood I'm gonna knock on wood Salt over my shoulder Do anything to keep her love Cause it feels so good every time I hold her Like I always dreamed it would I think this could be forever The two of us together I think this could be forever The two of us together Knock on wood Knock on wood ",1943
Blues in the Night," Good riddance, goodbye Every trick of his, you're on to But fools will be fools, and where's he gone to? The road gets rougher It's lonelier and tougher With hope, you burn up Tomorrow, he may turn up There's just no let-up The livelong night and day Ever since this world began There is nothing sadder than A one-man woman Looking for the man that got away Don't know why There's no sun up in the sky Stormy weather Since my man and I ain't together Keeps rainin' all the time Life is bare Gloom and misery everywhere Stormy weather Just can't get my poor self together I'm weary all the time, the time So weary all the time When he went away The blues walked in and met me If he stays away Old rocking chair will get me All I do is pray The Lord above will let me Walk in the sun once more My mama done tol' me When I was in pigtails My mama done tol' me ""Hon, a man's gonna sweet-talk And give ya the big eye But when the sweet talkin's done A man is a two-face A worrisome thing Who'll leave ya to sing The blues in the night"" Now, the rain's a-fallin' Hear the train a-callin', ""Whooee!"" My mama done tol' me Hear that lonesome whistle Blowin' 'cross the trestle, ""Whooee!"" My mama done tol' me Ah-whooee-ah-whooee Ol' clickety-clack's a-echoin' back The blues in the night The evenin' breeze will start The trees to cryin' And the moon will hide its light When you get the blues in the night Take my word The mockingbird'll sing The saddest kind o' song He knows things are wrong and he's right Whooee-ooh Whooee-ooh From Natchez to Mobile From Memphis to St. Joe Wherever the four winds blow I' been in some big towns I heard me some big talk But there is one thing I know A man is a two-face A worrisome thing Who'll leave ya to sing The blues in the night Whooee-ooh Whooee-ooh My mama was right I know she was right There's blues in the night ",1943
St. Louis Blues, I hate to see that evening sun go down I hate to see that evening sun go down Because my little loved baby he done left this town If I feel tomorrow like I feel today if I feel tomorrow like I feel today I'll pack my bag and make my get away Oh the St Louis woman with those diamond rings She pulls her man around by the apron strings If it wasn't for powder or that store-brought hair That man of mine he wouldn't go nowhere nowhere I got the St Louis Blues just as bluest I can be I got a man with a heart like a rock cast in the sea Oh St Louis baby look what you're doin' to me If it wasn't for powder... I'm going back back to St Louis going back back to St Louis Going back back to St Louis going back back to St Louis ,1944
